Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Comoros,COM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.9,66.121,..
Comoros,COM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,62.399,62.587,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.368,60.681,..
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,42116217,43471465,44851232
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,41951875,43319103,44710172
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,84068092,86790568,89561404
"Congo, Dem. Rep.",COD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.901,62.233,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.852,59.147,..
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.29,64.57,..
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2625622,2693146,2761414
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2618741,2687358,2756678
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,5244363,5380504,5518092
"Congo, Rep.",COG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.703,66.023,..
"Congo, Rep.",COG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,62.837,63.082,..
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.095,80.279,..
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2500214,2525022,2549038
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2499229,2522539,2545076
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4999443,5047561,5094114
Costa Rica,CRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.73,82.893,..
Costa Rica,CRI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.539,77.739,..
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.422,57.783,..
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,12414060,12742348,13077895
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,12655166,12974206,13300380
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,25069226,25716554,26378275
Cote d'Ivoire,CIV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.741,59.119,..
Cote d'Ivoire,CIV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,56.251,56.593,..
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0707317073171,78.4243902439025,..
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2119654,2106578,2095905
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1968189,1958675,1951295
Croatia,HRV,"Population, total",SP.POP.TOTL,4087843,4065253,4047200
Croatia,HRV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.4,81.6,..
Croatia,HRV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.9,75.4,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.726,78.802,..
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5706812,5705556,5703148
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5631334,5627928,5623468
Cuba,CUB,"Population, total",SP.POP.TOTL,11338146,11333484,11326616
Cuba,CUB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.706,80.779,..
Cuba,CUB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.763,76.84,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,86194,85105,83724
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,73142,72336,71290
Curacao,CUW,"Population, total",SP.POP.TOTL,159336,157441,155014
Curacao,CUW,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Curacao,CUW,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.828,80.982,..
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,594287,599277,603847
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,594975,599297,603514
Cyprus,CYP,"Population, total",SP.POP.TOTL,1189262,1198574,1207361
Cyprus,CYP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.913,83.032,..
Cyprus,CYP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.735,78.921,..
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.0292682926829,79.1292682926829,..
Czech Republic,CZE,"Population, female",SP.POP.TOTL.FE.IN,5400916,5419777,5431340
Czech Republic,CZE,"Population, male",SP.POP.TOTL.MA.IN,5229012,5252093,5267556
Czech Republic,CZE,"Population, total",SP.POP.TOTL,10629928,10671870,10698896
Czech Republic,CZE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82,82.1,..
Czech Republic,CZE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.2,76.3,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9536585365854,81.2024390243903,..
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2912704,2923597,2932556
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2880932,2890825,2898848
Denmark,DNK,"Population, total",SP.POP.TOTL,5793636,5814422,5831404
Denmark,DNK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.9,83.2,..
Denmark,DNK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.1,79.3,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.582,67.112,..
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,454211,461610,469009
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,504712,511947,518993
Djibouti,DJI,"Population, total",SP.POP.TOTL,958923,973557,988002
Djibouti,DJI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.778,69.357,..
Djibouti,DJI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.629,65.116,..
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,71626,71808,71991
Dominica,DMA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Dominica,DMA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.892,74.081,..
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5314402,5372759,5429698
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5312745,5366198,5418206
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10627147,10738957,10847904
Dominican Republic,DOM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.196,77.381,..
Dominican Republic,DOM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.805,70.991,..
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4832383376349,70.7012013247764,..
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1594049611,1614705840,1635356268
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1654363982,1675585189,1696749093
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3248413593,3290291029,3332105361
Early-demographic dividend,EAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.3933705097808,72.6179695196625,..
Early-demographic dividend,EAR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.7004143597657,68.9114099735797,..
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.0688639164031,76.2624339141968,..
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1147959724,1154401191,1160314757
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1180022882,1186060822,1191510294
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2328193462,2340673749,2352037717
East Asia & Pacific,EAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.6986051042066,78.8830150369786,..
East Asia & Pacific,EAS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.611109977597,73.8069816081068,..
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.210501121356,75.4025058747742,..
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1023003931,1029184619,1035050503
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1058521018,1064364698,1069826705
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2081650327,2093675075,2105003391
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.7706269132684,77.9531725830242,..
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.8221487137811,73.0158536560445,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2492174544162,75.4413362727763,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1009949653,1016071223,1021880067
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1046025690,1051811936,1057218326
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2056073849,2067982370,2079198305
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.7993429341631,77.9816841226267,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.8745555166805,73.0683752776865,..
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8,77.01,..
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,8537161,8683170,8819233
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8547198,8690487,8823827
Ecuador,ECU,"Population, total",SP.POP.TOTL,17084359,17373657,17643060
Ecuador,ECU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.645,79.838,..
Ecuador,ECU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.058,74.282,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.825,71.99,..
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,48690128,49665477,50631541
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,49733474,50722599,51702862
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,98423602,100388076,102334403
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.162,74.35,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.599,69.742,..
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.096,73.317,..
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3410312,3430197,3449777
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,3010428,3023353,3036424
El Salvador,SLV,"Population, total",SP.POP.TOTL,6420740,6453550,6486201
El Salvador,SLV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.635,77.842,..
El Salvador,SLV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.229,68.455,..
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.402,58.735,..
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,581912,602159,622605
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,727054,753823,780380
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1308966,1355982,1402985
Equatorial Guinea,GNQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.587,59.918,..
Equatorial Guinea,GNQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,57.41,57.743,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.941,66.321,..
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,..,..,..
Eritrea,ERI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.162,68.555,..
Eritrea,ERI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.79,64.153,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.2439024390244,78.4975609756098,..
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,698776,699682,700461
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,623201,627216,630596
Estonia,EST,"Population, total",SP.POP.TOTL,1321977,1326898,1331057
Estonia,EST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.7,82.8,..
Estonia,EST,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74,74.4,..
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.401,60.194,..
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,581192,585343,589928
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,555082,562790,570236
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1136274,1148133,1160164
Eswatini,SWZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.968,64.845,..
Eswatini,SWZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.284,56.007,..
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.24,66.597,..
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,54589146,56009719,57446748
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,54635264,56069008,57516835
Ethiopia,ETH,"Population, total",SP.POP.TOTL,109224410,112078727,114963583
Ethiopia,ETH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.165,68.536,..
Ethiopia,ETH,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.35,64.694,..
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0598816959482,82.038548222566,..
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,174763955,174819588,175074665
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,167215216,167462493,167875108
Euro area,EMU,"Population, total",SP.POP.TOTL,341979171,342282081,342949773
Euro area,EMU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.7028210115238,84.6122914038901,..
Euro area,EMU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.5519255139138,79.5950495842493,..
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9101525774327,78.0312803416099,..
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,472000553,473207004,474410940
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,443875171,445402395,446891084
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,918082509,920809471,923489941
Europe & Central Asia,ECS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.151764873428,81.22850260945,..
Europe & Central Asia,ECS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.8609036868836,75.0219490619668,..
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.6754287432578,73.9354001199816,..
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,216430250,217304511,218012739
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,198704192,199667491,200461342
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,416931527,418760880,420249459
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.7163014678078,77.9459335172752,..
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.8182724207499,70.1048871966293,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.0394738036344,74.2980369786955,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238118561,238978369,239671076
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,219078474,220024361,220801007
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,458994120,460791608,462247461
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.0764741319472,78.2937104914713,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.1900535348854,70.4860916645907,..
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0349054643915,81.0638468173313,..
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,228584066,228627883,228845087
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,218331047,218568655,218949604
European Union,EUU,"Population, total",SP.POP.TOTL,446915113,447196538,447794691
European Union,EUU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.8677837313953,83.8220877912953,..
European Union,EUU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.3492850447651,78.4480516697923,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4951219512195,82.7463414634146,..
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48497,48677,48865
Faroe Islands,FRO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.8,85,..
Faroe Islands,FRO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.3,80.6,..
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.341,67.444,..
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,435565,438996,442426
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,447925,450959,454018
Fiji,FJI,"Population, total",SP.POP.TOTL,883490,889955,896444
Fiji,FJI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.178,69.331,..
Fiji,FJI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.641,65.698,..
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7341463414634,81.7853658536586,..
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2797516,2799598,2803244
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2718009,2722008,2727475
Finland,FIN,"Population, total",SP.POP.TOTL,5515525,5521606,5530719
Finland,FIN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5,84.5,..
Finland,FIN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.1,79.2,..
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.1942490425375,62.480088340482,..
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,443194766,453270846,463846503
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,443426601,453609292,464313679
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,888488369,908739462,930006546
Fragile and conflict affected situations,FCS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.9838067546267,64.2659974163108,..
Fragile and conflict affected situations,FCS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.4052936542028,60.6937997680303,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7243902439024,82.5780487804878,..
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,34614021,34698686,34777344
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32487909,32550240,32614238
France,FRA,"Population, total",SP.POP.TOTL,67101930,67248926,67391582
France,FRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.9,85.6,..
France,FRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.7,79.7,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.462,77.657,..
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,136961,137793,138643
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,140712,141492,142261
French Polynesia,PYF,"Population, total",SP.POP.TOTL,277673,279285,280904
French Polynesia,PYF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.725,79.898,..
French Polynesia,PYF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.401,75.612,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.187,66.467,..
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1039899,1066386,1092874
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1079376,1106192,1132854
Gabon,GAB,"Population, total",SP.POP.TOTL,2119275,2172578,2225728
Gabon,GAB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.323,68.669,..
Gabon,GAB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.152,64.382,..
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.735,62.05,..
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1149215,1183332,1218124
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1130877,1164364,1198540
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2280092,2347696,2416664
"Gambia, The",GMB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.151,63.481,..
"Gambia, The",GMB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.362,60.656,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.6,73.767,..
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1948659,1946307,1943920
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1777890,1773854,1770080
Georgia,GEO,"Population, total",SP.POP.TOTL,3726549,3720161,3714000
Georgia,GEO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.989,78.14,..
Georgia,GEO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.174,69.349,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.8926829268293,80.9414634146342,..
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42000374,42053302,42093236
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40905408,41039660,41147289
Germany,DEU,"Population, total",SP.POP.TOTL,82905782,83092962,83240525
Germany,DEU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.3,83.4,..
Germany,DEU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.6,78.6,..
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.78,64.074,..
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,14682873,15001772,15322946
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,15084235,15416086,15749999
Ghana,GHA,"Population, total",SP.POP.TOTL,29767108,30417858,31072945
Ghana,GHA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.852,65.177,..
Ghana,GHA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,62.724,62.991,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,33715,33706,33691
Gibraltar,GIB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Gibraltar,GIB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7878048780488,81.9390243902439,..
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5464776,5459276,5456162
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5268106,5262306,5259387
Greece,GRC,"Population, total",SP.POP.TOTL,10732882,10721582,10715549
Greece,GRC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4,84.5,..
Greece,GRC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.3,79.5,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56023,56225,56367
Greenland,GRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Greenland,GRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.384,72.397,..
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,55287,55576,55853
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,56162,56426,56666
Grenada,GRD,"Population, total",SP.POP.TOTL,111449,112002,112519
Grenada,GRD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.941,74.953,..
Grenada,GRD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.064,70.073,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.859,80.074,..
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,82047,82858,83643
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,83723,84437,85140
Guam,GUM,"Population, total",SP.POP.TOTL,165770,167295,168783
Guam,GUM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.365,83.55,..
Guam,GUM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.607,76.828,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.063,74.302,..
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8297605,8425530,8552130
