Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.00362972730201,-0.624644317706895,-4.04051000025351
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,101353230784.594,89417190341.2533,62306913444.2917
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Antigua and Barbuda,ATG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.9504165546896,3.3511608848481,-15.9735096410208
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1605351851.85185,1661962962.96296,1415059259.25926
Argentina,ARG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.1,54.35,49.5999984741211
Argentina,ARG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,30.06,28.92,23.1100006103516
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.56535188247548,-2.08801486066213,-9.90523485573888
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,517626700412.885,445445177459.453,383066977653.56
Armenia,ARM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,47.53,48.75,..
Armenia,ARM,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,23.66,25.24,..
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.19999999965324,7.59999999853918,-7.59999999999999
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,12457941907.0333,13672802157.8324,12645459213.5235
Aruba,ABW,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Aruba,ABW,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,3202188606.92893,..,..
Australia,AUS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,62.16,62.55,60.8300018310547
Australia,AUS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,59.85,60.11,56.76
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.94928577160958,2.16095629535999,-0.284839297785609
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1432881172002.17,1396567014733.23,1330900925056.98
Austria,AUT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.39,58.61,57.51
Austria,AUT,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,51.33,51.6,50.25
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.58012073304926,1.41873427248989,-6.25903481882027
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,454872626780.005,445075391688.156,430947393757.511
Azerbaijan,AZE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63,63.2,..
Azerbaijan,AZE,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.50040170699388,2.48015159147059,-4.30998913316057
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,47112941176.4706,48174235294.1176,42607176470.5882
"Bahamas, The",BHS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
"Bahamas, The",BHS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.02599916773715,1.21787385742007,-16.2777382584104
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,13022100000,13578800000,11250000000
Bahrain,BHR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Bahrain,BHR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.72097288650622,1.98971355040401,-5.81468342829542
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,37652500000,38474521276.5957,..
Bangladesh,BGD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Bangladesh,BGD,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.86374303036237,8.15268494677524,2.37552165571601
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,274038973437.275,302563398919.928,324239176765.053
Barbados,BRB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.28,57.05,..
Barbados,BRB,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,33.32,32.84,..
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.580333154218167,-0.0961355529131964,-17.6053641017878
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,5086500000,5209000000,4365500000
Belarus,BLR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,67.5,67.7,67.4599990844727
Belarus,BLR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,39.3699989318848
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.14919759374963,1.40000000000001,-0.900000000246891
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,60031262269.3365,64409647193.8044,60258239055.5829
Belgium,BEL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,50.96,51.47,50.84
Belgium,BEL,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,24.96,26.57,24.07
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.78792007785043,1.78469437853346,-6.28392995127165
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,543410654016.602,533254518108.234,515332499627.861
Belize,BLZ,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,63.41,..
Belize,BLZ,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,43.6,..
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.9085650724252,1.76082496025742,-14.0384211620734
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1915899786.96407,1982518540.6134,1763696118.9519
Benin,BEN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.8199996948242,..,..
Benin,BEN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,31.4699993133545,..,..
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.69725946087986,6.86568733550151,3.84879240030133
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,14250987026.0533,14391686309.033,15651545208.8783
Bermuda,BMU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Bermuda,BMU,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.432801300339307,0.45988994302148,..
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,7224329000,7484113000,..
Bhutan,BTN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Bhutan,BTN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.05512983672538,5.46452256035737,-6.77210161101478
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2446866404.93058,2530547157.56678,2409262838.21987
Bolivia,BOL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,69.27,67.98,64.18
Bolivia,BOL,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,46.19,44.75,41.71
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.22362365271844,2.21670563961031,-7.82328995009992
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,40287647930.5355,40895322850.9407,36688861202.6049
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,34.19,35.24,40.0900001525879
Bosnia and Herzegovina,BIH,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,19.65,23.09,21.0300006866455
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.74007109201324,2.83100260259697,-4.32734580579653
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,20183510561.2553,20202479537.5193,19788422248.1072
Botswana,BWA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,46.63,45.5800018310547
Botswana,BWA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,21.31,19.2700004577637
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.47883655345764,3.02591005447894,-7.89305358895749
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,18663265549.0196,18362348887.5873,15781732825.8934
Brazil,BRA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.57,55.14,49.44
Brazil,BRA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,39.49,40.33,34.3
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.78366676136979,1.41115298507022,-4.05904827267295
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1916947014067.55,1877810514260.36,1444733258971.65
British Virgin Islands,VGB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
British Virgin Islands,VGB,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..
Brunei Darussalam,BRN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.71,59.95,..
Brunei Darussalam,BRN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,28.51,31.28,..
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0522377907767719,3.86910980288791,1.20300193904603
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,13567351175.0315,13469422941.3919,12016056665.3473
Bulgaria,BGR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,52.44,54.19,52.7
Bulgaria,BGR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,20.68,21.79,18.78
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.09244765360886,3.694308379839,-4.15370282988493
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,66230155099.5775,68558815111.6199,69105101089.5531
Burkina Faso,BFA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,42.79,..,..
Burkina Faso,BFA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,23.34,..,..
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.73123560805429,5.69943493424034,2.02238469536866
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,16059910870.6239,15990803569.9961,17369059295.2226
Burundi,BDI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Burundi,BDI,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.60993308234522,1.84247667669987,0.297577119233125
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,3036937141.27062,3012308945.62671,3258187232.63159
Cabo Verde,CPV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,48.8,50.95,..
Cabo Verde,CPV,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,23.55,23.85,..
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.53116168434889,5.66775246034304,-14.7834050101145
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1966983316.32593,1981845740.70615,1703698676.69742
Cambodia,KHM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,68.4599990844727,..
Cambodia,KHM,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,55.7999992370605,..
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.46916920701493,7.05410693233324,-3.14103480632566
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,24571753583.504,27089389786.9684,25291251427.3979
Cameroon,CMR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Cameroon,CMR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.06248684040406,3.72071142252399,0.730339198197697
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,38694156862.9922,39007354359.2798,39802147568.2174
Canada,CAN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.6,61.99,57.97
Canada,CAN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,56.3,57.47,49.28
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.42954754483338,1.86141537933875,-5.31294474285987
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1721853332869.63,1741576393905.98,1644037286481.26
Cayman Islands,CYM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Cayman Islands,CYM,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.19434090986198,3.81710040387819,..
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,5522625585.0234,5935769350.77403,..
Central African Republic,CAF,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Central African Republic,CAF,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.78944359275462,3,0
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2220979144.52018,2220307318.74886,2303078337.57431
Chad,TCD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.23,..,..
Chad,TCD,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,37.92,..,..
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.37403780037786,3.24718191743429,-0.890209999072951
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,11239167048.4916,11314951342.7807,10093118570.2918
Channel Islands,CHI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Channel Islands,CHI,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..
Chile,CHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.51,55.23,49.12
Chile,CHL,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,27.55,25.44,19.67
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.713859177069,0.942005306550413,-5.77150166876176
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,297571693064.212,279385487344.526,252940023046.011
China,CHN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,67.66,67.35,..
China,CHN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.74977383247717,5.94971423273162,2.29999999995441
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,13894817549380.3,14279937467431,14722730697890.1
Colombia,COL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,62.16,60.76,53.27
Colombia,COL,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,42.9,40.67,34.2
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.56432428277704,3.28111680452643,-6.8473142056573
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,334198214706.209,323429888934.257,271346896626.418
Comoros,COM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Comoros,COM,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.43076413622954,1.98610950487452,4.91077747534176
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1178530633.81547,1165839899.80269,1219690024.50287
"Congo, Dem. Rep.",COD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
"Congo, Dem. Rep.",COD,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.82112109989339,4.38452888103882,0.773457031516656
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,46831342212.5473,50400746171.4239,49868970641.1062
"Congo, Rep.",COG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
"Congo, Rep.",COG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.84600106129872,0.232123661007819,-7.94871290192242
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,13642740884.1356,12693562947.7856,10884686142.6442
Costa Rica,CRI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.43,55.15,48.5
Costa Rica,CRI,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,33.72,30.8,25.86
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.05620273021192,2.16795180652522,-4.53996591674169
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,62335931464.4979,63951114302.2599,61520669890.4037
Cote d'Ivoire,CIV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Cote d'Ivoire,CIV,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.89028431967284,6.23170951305083,1.81644146095073
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,58011466450.8643,58539424929.7248,61348579465.1017
Croatia,HRV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,46.87,47.72,47.2
Croatia,HRV,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,25.55,27.68,25.62
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.80760970078776,2.85892596800696,-8.36737821725714
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,61375222347.0256,60752588976.3175,55966581780.1688
Cuba,CUB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Cuba,CUB,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.24848039303581,-0.217448487505479,..
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,100050000000,103131000000,..
Curacao,CUW,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,48.31,..,45.6199989318848
Curacao,CUW,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,21.11,..,17.3999996185303
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.16613107776222,-3.40000000000001,..
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,3127908044.69274,3101787709.49721,..
Cyprus,CYP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.17,58.51,57.94
Cyprus,CYP,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,31.3,32.38,31.31
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.24074782806838,3.0757919624678,-5.10347951905253
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,25309818138.8758,24949065263.6292,23804340376.9275
Czech Republic,CZE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.2,59.16,58.27
Czech Republic,CZE,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,28.36,28.04,25.13
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.19865610131447,3.02947825716996,-5.79357128432328
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,248950103352.137,252498032247.163,245349489988.26
Denmark,DNK,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.64,59.25,58.52
Denmark,DNK,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,53.73,54.98,53.23
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.98953731496432,2.11466420842453,-2.06212495876164
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,356841216410.068,347561349210.979,356084867685.639
Djibouti,DJI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Djibouti,DJI,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.40766266610518,7.77049725726383,0.499999999999986
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,3012820409.63313,3324634256.13324,3384404260.07202
Dominica,DMA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..
Dominica,DMA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..
